timeindex;s_be;s_bb;w_be;w_bb;h_bb;demand-profile-be;demand-profile-bb
2016-10-19 12:00:00;0.2743;0.2782;0.0329;0.0421;0.45;1849.404457;2132.048014
2016-10-19 13:00:00;0.2204;0.2313;0.0279;0.0372;0.45;1799.831859;2074.899261
2016-10-19 14:00:00;0.1081;0.1223;0.025;0.0291;0.45;1767.5870690000002;2037.7265149999998
2016-10-19 15:00:00;0.0234;0.0346;0.0189;0.0209;0.45;1740.4652829999998;2006.4597199999998
2016-10-19 16:00:00;0.0;0.0;0.0379;0.0326;0.45;1760.957299;2030.083521
2016-10-19 17:00:00;0.0;0.0;0.099;0.0707;0.45;1867.485648;2152.8925440000003
2016-10-19 18:00:00;0.0;0.0;0.1717;0.1247;0.45;1864.1707629999999;2149.071047
2016-10-19 19:00:00;0.0;0.0;0.2176;0.1705;0.45;1766.3816559999998;2036.33688
2016-10-19 20:00:00;0.0;0.0;0.2401;0.2027;0.45;1631.978139;1881.3925399999998
2016-10-19 21:00:00;0.0;0.0;0.2274;0.2122;0.45;1537.8052699999998;1772.8272789999999
2016-10-19 22:00:00;0.0;0.0;0.2057;0.201;0.45;1449.508789;1671.036491
2016-10-19 23:00:00;0.0;0.0;0.1904;0.1793;0.45;1345.391266;1551.0067390000002
2016-10-20 00:00:00;0.0;0.0;0.1679;0.1606;0.45;1287.832809;1484.651652
2016-10-20 01:00:00;0.0;0.0;0.1363;0.14;0.45;1274.422592;1469.191959
2016-10-20 02:00:00;0.0;0.0;0.1046;0.1203;0.45;1289.188898;1486.214991
2016-10-20 03:00:00;0.0;0.0;0.0894;0.1092;0.45;1355.486597;1562.644935
2016-10-20 04:00:00;0.0;0.0;0.0797;0.0959;0.45;1449.207436;1670.689082
2016-10-20 05:00:00;0.0;0.0;0.0619;0.0779;0.45;1659.853308;1913.527857
2016-10-20 06:00:00;0.0037;0.006999999999999999;0.0424;0.0563;0.45;1805.406893;2081.3263239999997
2016-10-20 07:00:00;0.024;0.043;0.0179;0.0294;0.45;1856.78761;2140.55953
2016-10-20 08:00:00;0.0563;0.1069;0.0084;0.0259;0.45;1879.389098;2166.615193
2016-10-20 09:00:00;0.1239;0.1958;0.0066;0.0258;0.45;1894.7581100000002;2184.333043
2016-10-20 10:00:00;0.2393;0.2814;0.0057;0.0209;0.45;1894.004727;2183.464521
2016-10-20 11:00:00;0.2869;0.2878;0.0066;0.019;0.45;1876.6769199999999;2163.488513
2016-10-20 12:00:00;0.1693;0.2089;0.0067;0.0188;0.45;1842.473334;2124.0576109999997
2016-10-20 13:00:00;0.1105;0.1398;0.0047;0.0174;0.45;1815.6529010000002;2093.138224
2016-10-20 14:00:00;0.0452;0.0585;0.0016;0.0131;0.45;1794.5581780000002;2068.819606
2016-10-20 15:00:00;0.0079;0.0137;0.0023;0.0183;0.45;1797.5717100000002;2072.293694
2016-10-20 16:00:00;0.0;0.0;0.0066;0.0382;0.45;1795.763591;2070.209241
2016-10-20 17:00:00;0.0;0.0;0.011000000000000001;0.0516;0.45;1877.128949;2164.009626
2016-10-20 18:00:00;0.0;0.0;0.018000000000000002;0.0543;0.45;1877.2796260000002;2164.1833309999997
2016-10-20 19:00:00;0.0;0.0;0.0267;0.0518;0.45;1760.655946;2029.736112
2016-10-20 20:00:00;0.0;0.0;0.0367;0.0491;0.45;1634.539641;1884.3455149999998
2016-10-20 21:00:00;0.0;0.0;0.0406;0.0434;0.45;1529.066028;1762.7524230000001
2016-10-20 22:00:00;0.0;0.0;0.0307;0.0346;0.45;1430.975568;1649.670848
2016-10-20 23:00:00;0.0;0.0;0.019;0.0254;0.45;1330.022254;1533.288888
2016-10-21 00:00:00;0.0;0.0;0.0176;0.021;0.45;1263.121848;1456.164127
2016-10-21 01:00:00;0.0;0.0;0.0227;0.0221;0.45;1243.533891;1433.582553
2016-10-21 02:00:00;0.0;0.0;0.0299;0.026000000000000002;0.45;1261.012376;1453.732266
2016-10-21 03:00:00;0.0;0.0;0.0359;0.0277;0.45;1316.310684;1517.481787
2016-10-21 04:00:00;0.0;0.0;0.0366;0.0288;0.45;1433.3863939999999;1652.4501189999999
2016-10-21 05:00:00;0.0;0.0;0.0399;0.0343;0.45;1608.472591;1854.2946510000002
2016-10-21 06:00:00;0.0016;0.004;0.0473;0.0422;0.45;1778.737137;2050.5806420000004
2016-10-21 07:00:00;0.0201;0.0344;0.0437;0.0412;0.45;1851.6646059999998;2134.65358
2016-10-21 08:00:00;0.0614;0.0884;0.039;0.0438;0.45;1848.952427;2131.5269
2016-10-21 09:00:00;0.1542;0.171;0.0579;0.0474;0.45;1882.2519530000002;2169.9155769999998
2016-10-21 10:00:00;0.1667;0.1902;0.0664;0.0513;0.45;1911.483212;2203.614234
2016-10-21 11:00:00;0.1389;0.1765;0.0777;0.0562;0.45;1870.3485030000002;2156.192928
2016-10-21 12:00:00;0.1421;0.1491;0.0871;0.0574;0.45;1798.626446;2073.509625
2016-10-21 13:00:00;0.0862;0.1056;0.085;0.053;0.45;1785.21623;2058.049932
2016-10-21 14:00:00;0.0483;0.0569;0.0691;0.0397;0.45;1739.5612230000002;2005.417494
2016-10-21 15:00:00;0.013999999999999999;0.0143;0.0573;0.034;0.45;1722.233416;1985.441486
2016-10-21 16:00:00;0.0;0.0;0.0646;0.0438;0.45;1741.218666;2007.3282420000003
2016-10-21 17:00:00;0.0;0.0;0.0591;0.0471;0.45;1821.0772579999998;2099.3915829999996
2016-10-21 18:00:00;0.0;0.0;0.0456;0.0441;0.45;1800.7359190000002;2075.941487
2016-10-21 19:00:00;0.0;0.0;0.0329;0.04;0.45;1696.4677190000002;1955.7380309999999
2016-10-21 20:00:00;0.0;0.0;0.0231;0.0382;0.45;1546.544512;1782.902136
2016-10-21 21:00:00;0.0;0.0;0.015;0.0373;0.45;1459.60412;1682.6746870000002
2016-10-21 22:00:00;0.0;0.0;0.0097;0.035;0.45;1356.390657;1563.6871609999998
2016-10-21 23:00:00;0.0;0.0;0.0064;0.0312;0.45;1264.025908;1457.206354
2016-10-22 00:00:00;0.0;0.0;0.0043;0.026000000000000002;0.45;1204.659331;1388.766814
2016-10-22 01:00:00;0.0;0.0;0.0026;0.0209;0.45;1183.8659619999999;1364.795604
2016-10-22 02:00:00;0.0;0.0;0.001;0.0175;0.45;1195.920089;1378.691957
2016-10-22 03:00:00;0.0;0.0;0.0009;0.0189;0.45;1200.28971;1383.7293849999999
2016-10-22 04:00:00;0.0;0.0;0.0016;0.0227;0.45;1216.412105;1402.315758
2016-10-22 05:00:00;0.0;0.0;0.0029;0.0252;0.45;1255.889372;1447.826315
2016-10-22 06:00:00;0.0068;0.0121;0.0041;0.0247;0.45;1354.582538;1561.6027080000001
2016-10-22 07:00:00;0.0558;0.0822;0.0009;0.0092;0.45;1459.302767;1682.3272780000002
2016-10-22 08:00:00;0.1391;0.1761;0.0006;0.0035;0.45;1517.765284;1749.7245920000003
2016-10-22 09:00:00;0.2345;0.2575;0.0011;0.0049;0.45;1567.337882;1806.873345
2016-10-22 10:00:00;0.2678;0.27899999999999997;0.0004;0.0061;0.45;1631.6767849999999;1881.0451309999999
2016-10-22 11:00:00;0.2348;0.2576;0.0006;0.0063;0.45;1600.034702;1844.567204
2016-10-22 12:00:00;0.1781;0.195;0.0007;0.005;0.45;1524.093701;1757.0201780000002
2016-10-22 13:00:00;0.1154;0.1311;0.0007;0.003;0.45;1485.369817;1712.3781420000003
2016-10-22 14:00:00;0.0661;0.0662;0.0003;0.001;0.45;1460.357503;1683.543209
2016-10-22 15:00:00;0.0145;0.0131;0.0004;0.0007;0.45;1457.946678;1680.7639379999998
2016-10-22 16:00:00;0.0;0.0;0.0009;0.0014;0.45;1520.6281390000001;1753.0249760000002
2016-10-22 17:00:00;0.0;0.0;0.0014;0.0028;0.45;1635.8957300000002;1885.9088550000001
2016-10-22 18:00:00;0.0;0.0;0.0019;0.0045;0.45;1608.472591;1854.2946510000002
2016-10-22 19:00:00;0.0;0.0;0.0017;0.006;0.45;1492.150264;1720.194841
2016-10-22 20:00:00;0.0;0.0;0.0017;0.0079;0.45;1376.731996;1587.137258
2016-10-22 21:00:00;0.0;0.0;0.0014;0.0096;0.45;1323.0911310000001;1525.298485
2016-10-22 22:00:00;0.0;0.0;0.0006;0.0108;0.45;1258.60155;1450.9529949999999
2016-10-22 23:00:00;0.0;0.0;0.0001;0.011000000000000001;0.45;1155.538763;1332.139174
2016-10-23 00:00:00;0.0;0.0;0.0;0.0101;0.45;1102.349927;1270.821514
2016-10-23 01:00:00;0.0;0.0;0.0;0.0104;0.45;1089.241064;1255.7092300000002
2016-10-23 02:00:00;0.0;0.0;0.0;0.011000000000000001;0.45;1087.432945;1253.624777
2016-10-23 03:00:00;0.0;0.0;0.0;0.0093;0.45;1089.090387;1255.535526
2016-10-23 04:00:00;0.0;0.0;0.0;0.0052;0.45;1095.870834;1263.352225
2016-10-23 05:00:00;0.0;0.0;0.0001;0.0027;0.45;1101.596544;1269.952992
2016-10-23 06:00:00;0.0088;0.01;0.0006;0.0022;0.45;1167.2915369999998;1345.688118
2016-10-23 07:00:00;0.0516;0.0649;0.0004;0.0014;0.45;1255.437342;1447.305202
2016-10-23 08:00:00;0.1278;0.1516;0.0014;0.001;0.45;1350.212917;1556.56528
2016-10-23 09:00:00;0.2746;0.2888;0.0067;0.0049;0.45;1441.0709;1661.3090439999999
2016-10-23 10:00:00;0.3217;0.3693;0.0153;0.0111;0.45;1533.7370019999998;1768.1372600000002
2016-10-23 11:00:00;0.3048;0.3607;0.0186;0.0151;0.45;1462.919005;1686.496184
2016-10-23 12:00:00;0.2731;0.3239;0.0131;0.013000000000000001;0.45;1334.6932279999999;1538.673725
2016-10-23 13:00:00;0.2138;0.2576;0.0103;0.011000000000000001;0.45;1308.626178;1508.6228609999998
2016-10-23 14:00:00;0.1285;0.16;0.0126;0.0127;0.45;1319.1735390000001;1520.78217
2016-10-23 15:00:00;0.0376;0.0465;0.0277;0.0317;0.45;1320.680305;1522.519215
2016-10-23 16:00:00;0.0;0.0;0.0693;0.0845;0.45;1384.717856;1596.343592
2016-10-23 17:00:00;0.0;0.0;0.1326;0.1488;0.45;1540.9694789999999;1776.475072
2016-10-23 18:00:00;0.0;0.0;0.2026;0.1938;0.45;1543.832334;1779.7754559999998
2016-10-23 19:00:00;0.0;0.0;0.2476;0.2044;0.45;1450.412848;1672.078718
2016-10-23 20:00:00;0.0;0.0;0.2279;0.1805;0.45;1376.430643;1586.789849
2016-10-23 21:00:00;0.0;0.0;0.17600000000000002;0.1412;0.45;1368.444784;1577.583515
2016-10-23 22:00:00;0.0;0.0;0.1124;0.1028;0.45;1286.778072;1483.435721
2016-10-23 23:00:00;0.0;0.0;0.0714;0.0751;0.45;1217.316165;1403.3579849999999
2016-10-24 00:00:00;0.0;0.0;0.0434;0.0573;0.45;1175.7294259999999;1355.4155660000001
2016-10-24 01:00:00;0.0;0.0;0.0306;0.0488;0.45;1165.182065;1343.2562560000001
2016-10-24 02:00:00;0.0;0.0;0.0306;0.0485;0.45;1183.1125789999999;1363.927082
2016-10-24 03:00:00;0.0;0.0;0.0346;0.0504;0.45;1253.6292230000001;1445.220749
2016-10-24 04:00:00;0.0;0.0;0.0324;0.0455;0.45;1380.950941;1592.0009810000001
2016-10-24 05:00:00;0.0;0.0;0.0246;0.0343;0.45;1603.65094;1848.73611
2016-10-24 06:00:00;0.0033;0.0035;0.0159;0.0228;0.45;1785.21623;2058.049932
2016-10-24 07:00:00;0.037000000000000005;0.046;0.0034;0.006;0.45;1826.802968;2105.9923510000003
2016-10-24 08:00:00;0.1035;0.1394;0.0;0.0009;0.45;1844.884159;2126.8368809999997
2016-10-24 09:00:00;0.1605;0.18;0.001;0.0011;0.45;1891.744578;2180.858955
2016-10-24 10:00:00;0.2513;0.2259;0.0003;0.0024;0.45;1903.045323;2193.886786
2016-10-24 11:00:00;0.1241;0.1344;0.0011;0.0059;0.45;1879.539775;2166.788897
2016-10-24 12:00:00;0.0985;0.125;0.0039;0.0086;0.45;1843.9801;2125.794655
2016-10-24 13:00:00;0.0408;0.06;0.0076;0.012;0.45;1816.1049309999999;2093.659338
2016-10-24 14:00:00;0.0129;0.019;0.0137;0.0206;0.45;1791.3939699999999;2065.171813
2016-10-24 15:00:00;0.0014;0.0019;0.0356;0.0446;0.45;1779.641196;2051.6228690000003
2016-10-24 16:00:00;0.0;0.0;0.0804;0.0733;0.45;1837.1996530000001;2117.9779559999997
2016-10-24 17:00:00;0.0;0.0;0.0884;0.0819;0.45;1899.1277309999998;2189.370471
2016-10-24 18:00:00;0.0;0.0;0.1041;0.0928;0.45;1873.663388;2160.014425
2016-10-24 19:00:00;0.0;0.0;0.0949;0.0887;0.45;1755.984972;2024.351275
2016-10-24 20:00:00;0.0;0.0;0.0893;0.0768;0.45;1635.142347;1885.040333
2016-10-24 21:00:00;0.0;0.0;0.0907;0.0687;0.45;1530.874147;1764.836876
2016-10-24 22:00:00;0.0;0.0;0.0801;0.0531;0.45;1408.82611;1624.136299
2016-10-24 23:00:00;0.0;0.0;0.0839;0.0424;0.45;1303.9552039999999;1503.238024
2016-10-25 00:00:00;0.0;0.0;0.0986;0.0448;0.45;1260.560346;1453.2111519999999
2016-10-25 01:00:00;0.0;0.0;0.1266;0.057999999999999996;0.45;1239.013594;1428.371421
2016-10-25 02:00:00;0.0;0.0;0.1127;0.0543;0.45;1258.450874;1450.77929
2016-10-25 03:00:00;0.0;0.0;0.0846;0.0466;0.45;1321.132335;1523.040328
2016-10-25 04:00:00;0.0;0.0;0.0627;0.0418;0.45;1431.276922;1650.018257
2016-10-25 05:00:00;0.0;0.0;0.0297;0.0271;0.45;1629.115283;1878.092156
2016-10-25 06:00:00;0.0006;0.0003;0.025;0.0256;0.45;1797.11968;2071.7725809999997
2016-10-25 07:00:00;0.0113;0.0115;0.0176;0.0274;0.45;1849.25378;2131.874309
2016-10-25 08:00:00;0.0333;0.0363;0.0127;0.0228;0.45;1859.047759;2143.165096
2016-10-25 09:00:00;0.0788;0.0887;0.0077;0.0146;0.45;1884.512102;2172.521143
2016-10-25 10:00:00;0.1867;0.2249;0.011000000000000001;0.0151;0.45;1920.523807;2214.036499
2016-10-25 11:00:00;0.2155;0.2905;0.0256;0.0252;0.45;1885.2654850000001;2173.3896649999997
2016-10-25 12:00:00;0.2655;0.2955;0.0351;0.0351;0.45;1840.213185;2121.452044
2016-10-25 13:00:00;0.1864;0.2056;0.0346;0.0415;0.45;1818.5157559999998;2096.438608
2016-10-25 14:00:00;0.114;0.1178;0.0287;0.0393;0.45;1795.612915;2070.035537
2016-10-25 15:00:00;0.0257;0.0247;0.0364;0.0474;0.45;1757.793091;2026.4357280000002
2016-10-25 16:00:00;0.0;0.0;0.0544;0.0679;0.45;1793.9554719999999;2068.124788
2016-10-25 17:00:00;0.0;0.0;0.0674;0.0798;0.45;1865.0748219999998;2150.113273
2016-10-25 18:00:00;0.0;0.0;0.0794;0.0854;0.45;1831.17259;2111.029779
2016-10-25 19:00:00;0.0;0.0;0.0846;0.0822;0.45;1714.398233;1976.4088559999998
2016-10-25 20:00:00;0.0;0.0;0.0811;0.0672;0.45;1585.4190720000001;1827.717875
2016-10-25 21:00:00;0.0;0.0;0.0601;0.0446;0.45;1485.219141;1712.204438
2016-10-25 22:00:00;0.0;0.0;0.0316;0.0224;0.45;1392.553038;1605.376222
2016-10-25 23:00:00;0.0;0.0;0.0124;0.0084;0.45;1295.517315;1493.510577
2016-10-26 00:00:00;0.0;0.0;0.0033;0.0021;0.45;1232.383824;1420.728426
2016-10-26 01:00:00;0.0;0.0;0.0006;0.0004;0.45;1214.4533099999999;1400.057601
2016-10-26 02:00:00;0.0;0.0;0.0001;0.0001;0.45;1229.219615;1417.080634
2016-10-26 03:00:00;0.0;0.0;0.0;0.0;0.45;1284.3672470000001;1480.65645
2016-10-26 04:00:00;0.0;0.0;0.0;0.0;0.45;1382.3070300000002;1593.564321
2016-10-26 05:00:00;0.0;0.0;0.0;0.0;0.45;1575.474418;1816.253384
2016-10-26 06:00:00;0.0007;0.0009;0.0;0.0;0.45;1742.574755;2008.891582
2016-10-26 07:00:00;0.0161;0.0186;0.0;0.0;0.45;1782.202698;2054.575844
2016-10-26 08:00:00;0.0346;0.0416;0.0;0.0;0.45;1804.5028329999998;2080.2840969999997
2016-10-26 09:00:00;0.0512;0.0688;0.0;0.0;0.45;1865.225499;2150.286978
2016-10-26 10:00:00;0.0666;0.0903;0.0;0.0003;0.45;1888.731047;2177.384867
2016-10-26 11:00:00;0.0879;0.1077;0.0;0.0004;0.45;1878.334362;2165.399262
2016-10-26 12:00:00;0.0967;0.11;0.0;0.0005;0.45;1816.858314;2094.52786
2016-10-26 13:00:00;0.0843;0.0925;0.0;0.0004;0.45;1791.243293;2064.998109
2016-10-26 14:00:00;0.0427;0.0494;0.0;0.0003;0.45;1770.299248;2040.853195
2016-10-26 15:00:00;0.0082;0.0101;0.0;0.0006;0.45;1729.164539;1993.431889
2016-10-26 16:00:00;0.0;0.0;0.0;0.0014;0.45;1761.861359;2031.1257469999998
2016-10-26 17:00:00;0.0;0.0;0.0;0.0037;0.45;1838.706419;2119.715
2016-10-26 18:00:00;0.0;0.0;0.0003;0.0085;0.45;1833.884768;2114.156459
2016-10-26 19:00:00;0.0;0.0;0.0044;0.0177;0.45;1722.6854449999998;1985.9625989999997
2016-10-26 20:00:00;0.0;0.0;0.0171;0.0322;0.45;1589.3366640000002;1832.23419
2016-10-26 21:00:00;0.0;0.0;0.0356;0.0464;0.45;1494.109059;1722.4529989999999
2016-10-26 22:00:00;0.0;0.0;0.0544;0.0578;0.45;1398.8814550000002;1612.671807
2016-10-26 23:00:00;0.0;0.0;0.07200000000000001;0.0667;0.45;1319.0228630000001;1520.608466
2016-10-27 00:00:00;0.0;0.0;0.0843;0.0736;0.45;1251.519751;1442.788887
2016-10-27 01:00:00;0.0;0.0;0.0957;0.08;0.45;1228.466232;1416.212111
2016-10-27 02:00:00;0.0;0.0;0.1033;0.0824;0.45;1248.958249;1439.835912
2016-10-27 03:00:00;0.0;0.0;0.0947;0.083;0.45;1305.7633230000001;1505.322477
2016-10-27 04:00:00;0.0;0.0;0.0747;0.0887;0.45;1410.182199;1625.699638
2016-10-27 05:00:00;0.0;0.0;0.0614;0.1011;0.45;1613.143565;1859.679488
2016-10-27 06:00:00;0.0003;0.0042;0.0607;0.1035;0.45;1782.805404;2055.270661
2016-10-27 07:00:00;0.0125;0.0348;0.0744;0.0794;0.45;1830.7205600000002;2110.508666
2016-10-27 08:00:00;0.038;0.0888;0.057999999999999996;0.0641;0.45;1846.0895719999999;2128.226517
2016-10-27 09:00:00;0.0752;0.1208;0.0529;0.0611;0.45;1862.362644;2146.986594
2016-10-27 10:00:00;0.1071;0.1227;0.052000000000000005;0.0642;0.45;1869.2937670000001;2154.9769969999998
2016-10-27 11:00:00;0.1084;0.1195;0.0681;0.0736;0.45;1833.282062;2113.461641
2016-10-27 12:00:00;0.0915;0.1103;0.0786;0.0802;0.45;1821.9813179999999;2100.43381
2016-10-27 13:00:00;0.0717;0.0829;0.0696;0.0723;0.45;1817.1596670000001;2094.875269
2016-10-27 14:00:00;0.0386;0.0424;0.0491;0.0568;0.45;1787.6270550000002;2060.8292030000002
2016-10-27 15:00:00;0.0069;0.0074;0.057999999999999996;0.0733;0.45;1744.985581;2011.670853
2016-10-27 16:00:00;0.0;0.0;0.0931;0.1062;0.45;1778.5864600000002;2050.406938
2016-10-27 17:00:00;0.0;0.0;0.1231;0.1278;0.45;1851.513929;2134.4798760000003
2016-10-27 18:00:00;0.0;0.0;0.1496;0.1493;0.45;1844.7334829999998;2126.663177
2016-10-27 19:00:00;0.0;0.0;0.1853;0.1651;0.45;1721.4800329999998;1984.572964
2016-10-27 20:00:00;0.0;0.0;0.2041;0.1851;0.45;1580.2960679999999;1821.811925
2016-10-27 21:00:00;0.0;0.0;0.2361;0.2069;0.45;1474.521103;1699.871424
2016-10-27 22:00:00;0.0;0.0;0.249;0.2218;0.45;1367.9927539999999;1577.062402
2016-10-27 23:00:00;0.0;0.0;0.2296;0.2282;0.45;1233.7399130000001;1422.291766
2016-10-28 00:00:00;0.0;0.0;0.2464;0.2459;0.45;1183.263256;1364.100786
2016-10-28 01:00:00;0.0;0.0;0.2359;0.2391;0.45;1152.675908;1328.83879
2016-10-28 02:00:00;0.0;0.0;0.2671;0.2378;0.45;1172.2638650000001;1351.420364
2016-10-28 03:00:00;0.0;0.0;0.2501;0.2397;0.45;1249.108925;1440.009617
2016-10-28 04:00:00;0.0;0.0;0.2486;0.2498;0.45;1354.130508;1561.0815949999999
2016-10-28 05:00:00;0.0;0.0;0.2473;0.2816;0.45;1564.475027;1803.5729609999999
2016-10-28 06:00:00;0.0;0.0006;0.2333;0.3033;0.45;1723.740181;1987.1785300000001
2016-10-28 07:00:00;0.0068;0.0114;0.2459;0.311;0.45;1802.9960670000003;2078.5470530000002
2016-10-28 08:00:00;0.0248;0.0356;0.32299999999999995;0.3724;0.45;1817.1596670000001;2094.875269
2016-10-28 09:00:00;0.0754;0.0744;0.3454;0.4079;0.45;1852.116635;2135.174693
2016-10-28 10:00:00;0.0537;0.0757;0.4734;0.4412;0.45;1874.4167710000002;2160.882947
2016-10-28 11:00:00;0.051;0.0657;0.5496;0.4957;0.45;1878.635715;2165.746671
2016-10-28 12:00:00;0.0432;0.0514;0.612;0.5129;0.45;1842.6240100000002;2124.231315
2016-10-28 13:00:00;0.018000000000000002;0.0316;0.6168;0.4982;0.45;1807.2150120000001;2083.410777
2016-10-28 14:00:00;0.0122;0.0211;0.5710000000000001;0.47200000000000003;0.45;1756.889031;2025.393502
2016-10-28 15:00:00;0.0045;0.005;0.5074;0.4504;0.45;1758.2451199999998;2026.956841
2016-10-28 16:00:00;0.0;0.0;0.56;0.444;0.45;1790.4899100000002;2064.129587
2016-10-28 17:00:00;0.0;0.0;0.4171;0.3751;0.45;1848.1990440000002;2130.658378
2016-10-28 18:00:00;0.0;0.0;0.2974;0.3064;0.45;1795.010208;2069.3407190000003
2016-10-28 19:00:00;0.0;0.0;0.218;0.2661;0.45;1676.879762;1933.156456
2016-10-28 20:00:00;0.0;0.0;0.2629;0.2795;0.45;1528.161969;1761.7101969999999
2016-10-28 21:00:00;0.0;0.0;0.3147;0.3001;0.45;1431.728951;1650.53937
2016-10-28 22:00:00;0.0;0.0;0.2623;0.2794;0.45;1347.199385;1553.091192
2016-10-28 23:00:00;0.0;0.0;0.2034;0.2556;0.45;1288.736868;1485.693878
2016-10-29 00:00:00;0.0;0.0;0.1864;0.243;0.45;1224.548641;1411.695797
2016-10-29 01:00:00;0.0;0.0;0.1883;0.2462;0.45;1171.6611580000001;1350.7255460000001
2016-10-29 02:00:00;0.0;0.0;0.207;0.259;0.45;1163.0725929999999;1340.824394
2016-10-29 03:00:00;0.0;0.0;0.1857;0.2528;0.45;1196.824149;1379.734184
2016-10-29 04:00:00;0.0;0.0;0.1899;0.2532;0.45;1203.453919;1387.377178
2016-10-29 05:00:00;0.0;0.0;0.248;0.2773;0.45;1216.713458;1402.663167
2016-10-29 06:00:00;0.0053;0.0058;0.2491;0.2724;0.45;1332.282402;1535.894455
2016-10-29 07:00:00;0.0597;0.0613;0.2834;0.2692;0.45;1453.125027;1675.2053970000002
2016-10-29 08:00:00;0.1499;0.1505;0.2976;0.2735;0.45;1547.749925;1784.2917710000002
2016-10-29 09:00:00;0.1852;0.207;0.39799999999999996;0.3673;0.45;1557.393227;1795.408854
2016-10-29 10:00:00;0.2129;0.2674;0.5531;0.4814;0.45;1553.776989;1791.2399480000001
2016-10-29 11:00:00;0.2451;0.3084;0.6624;0.5666;0.45;1496.971915;1725.753382
2016-10-29 12:00:00;0.2636;0.2906;0.7438;0.6124;0.45;1455.385176;1677.810963
2016-10-29 13:00:00;0.1622;0.2079;0.727;0.6057;0.45;1450.8648779999999;1672.599831
2016-10-29 14:00:00;0.0784;0.0877;0.5898;0.512;0.45;1467.58998;1691.8810210000001
2016-10-29 15:00:00;0.0115;0.0118;0.478;0.4225;0.45;1460.809533;1684.064322
2016-10-29 16:00:00;0.0;0.0;0.4516;0.4024;0.45;1482.808315;1709.425167
2016-10-29 17:00:00;0.0;0.0;0.4398;0.39;0.45;1632.128815;1881.566244
2016-10-29 18:00:00;0.0;0.0;0.4054;0.3738;0.45;1592.500872;1835.8819829999998
2016-10-29 19:00:00;0.0;0.0;0.3704;0.3406;0.45;1450.714202;1672.426126
2016-10-29 20:00:00;0.0;0.0;0.3354;0.3164;0.45;1343.583147;1548.922286
2016-10-29 21:00:00;0.0;0.0;0.325;0.3139;0.45;1302.297761;1501.327276
2016-10-29 22:00:00;0.0;0.0;0.29600000000000004;0.2974;0.45;1225.90473;1413.259136
2016-10-29 23:00:00;0.0;0.0;0.255;0.2809;0.45;1130.526449;1303.30424
2016-10-30 00:00:00;0.0;0.0;0.2204;0.2544;0.45;1060.763189;1222.879095
2016-10-30 01:00:00;0.0;0.0;0.2703;0.2479;0.45;1035.600198;1193.870458
2016-10-30 02:00:00;0.0;0.0;0.3033;0.2329;0.45;1035.148168;1193.349344
2016-10-30 03:00:00;0.0;0.0;0.2869;0.2089;0.45;1041.325909;1200.471226
2016-10-30 04:00:00;0.0;0.0;0.2169;0.1907;0.45;1054.133419;1215.236101
2016-10-30 05:00:00;0.0;0.0;0.2191;0.1811;0.45;1049.914474;1210.372377
2016-10-30 06:00:00;0.002;0.0018;0.2039;0.1756;0.45;1088.638358;1255.014413
2016-10-30 07:00:00;0.0633;0.0505;0.1611;0.1534;0.45;1201.1937699999999;1384.771612
2016-10-30 08:00:00;0.1926;0.1928;0.2484;0.2002;0.45;1317.968126;1519.392535
2016-10-30 09:00:00;0.3076;0.3444;0.242;0.2219;0.45;1364.225839;1572.719791
2016-10-30 10:00:00;0.3501;0.4087;0.192;0.1917;0.45;1399.3334849999999;1613.19292
2016-10-30 11:00:00;0.354;0.4177;0.161;0.1691;0.45;1487.931319;1715.3311170000002
2016-10-30 12:00:00;0.3219;0.3843;0.1374;0.1517;0.45;1352.4730650000001;1559.170847
2016-10-30 13:00:00;0.2552;0.3096;0.11599999999999999;0.1313;0.45;1270.9570310000001;1465.196757
2016-10-30 14:00:00;0.1597;0.1985;0.0879;0.1011;0.45;1274.271916;1469.0182539999998
2016-10-30 15:00:00;0.0322;0.0401;0.0917;0.1024;0.45;1287.832809;1484.651652
2016-10-30 16:00:00;0.0;0.0;0.1196;0.122;0.45;1309.530237;1509.665088
2016-10-30 17:00:00;0.0;0.0;0.1249;0.1179;0.45;1478.438694;1704.387739
2016-10-30 18:00:00;0.0;0.0;0.1083;0.0987;0.45;1505.10845;1735.133421
2016-10-30 19:00:00;0.0;0.0;0.0801;0.0751;0.45;1456.891942;1679.5480079999998
2016-10-30 20:00:00;0.0;0.0;0.0519;0.0543;0.45;1363.472456;1571.851269
2016-10-30 21:00:00;0.0;0.0;0.0307;0.0395;0.45;1286.627396;1483.262016
2016-10-30 22:00:00;0.0;0.0;0.0193;0.0322;0.45;1245.040657;1435.3195970000002
2016-10-30 23:00:00;0.0;0.0;0.0163;0.0295;0.45;1175.428073;1355.068157
2016-10-31 00:00:00;0.0;0.0;0.0177;0.0269;0.45;1102.048574;1270.4741060000001
2016-10-31 01:00:00;0.0;0.0;0.0196;0.027999999999999997;0.45;1073.420022;1237.470266
2016-10-31 02:00:00;0.0;0.0;0.0197;0.0314;0.45;1063.9273970000002;1226.526888
2016-10-31 03:00:00;0.0;0.0;0.0137;0.0334;0.45;1078.693703;1243.549921
2016-10-31 04:00:00;0.0;0.0;0.0089;0.0312;0.45;1105.363459;1274.295603
